completed_at,merchant,category,amount,first,last,gender,street,city,state,role,currency
2019-04-05T14:34:47,"Koss, Hansen and Lueilwitz",home,60.46,Jodi,Foster,F,551 Zachary Freeway,Bailey,NC,Call centre manager,CAD
2019-07-22T00:24:02,Marks Inc,gas_transport,76.33,Jeffrey,Vargas,M,478 Alexandria Mount,Bolton,NC,"Engineer, biomedical",USD
2019-02-15T23:21:59,Langworth LLC,personal_care,66.38,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,Financial trader,CAD
2019-08-16T23:43:53,Sawayn PLC,shopping_pos,6.67,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,Special educational needs teacher,CAD
2019-04-24T22:17:53,"Lesch, D'Amore and Brown",food_dining,49.29,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,Equality and diversity officer,CAD
2019-09-01T22:53:49,Jast and Sons,food_dining,40.67,Mark,Rivera,M,383 Contreras Hills Suite 658,Humble,TX,Tax adviser,USD
2019-08-01T14:05:09,Hermann-Gaylord,misc_pos,2.16,Karen,Sullivan,F,6313 Scott Trace,Rossville,IL,"Buyer, retail",CAD
2019-05-26T08:03:23,Pouros-Conroy,shopping_pos,20.83,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,Retail banker,CAD
2020-06-06T18:24:20,Stamm-Witting,shopping_net,7.91,Janet,Carpenter,F,9870 Collins Flat,Laramie,WY,"Pilot, airline",CAD
2019-09-26T17:32:22,"Baumbach, Feeney and Morar",shopping_net,2.29,Susan,Hernandez,F,2193 Osborne Run Apt. 789,Moro,IL,"Buyer, industrial",USD
2020-05-12T23:47:59,Kub-Heaney,health_fitness,30.53,Toni,Gomez,F,062 Carl Dam,Altona,NY,"Surveyor, land/geomatics",CAD
2020-03-29T05:26:02,Spinka Inc,grocery_net,7.57,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,"Sales professional, IT",CAD
2019-11-04T05:27:50,Koss and Sons,gas_transport,63.67,Denise,Barnett,F,23220 Eaton Harbors,Kirby,OH,Private music teacher,CAD
2020-04-07T14:58:32,"Parker, Nolan and Trantow",entertainment,25.24,William,Perry,M,458 Phillips Island Apt. 768,Denham Springs,LA,Herbalist,CAD
2019-05-27T20:31:27,Berge-Ullrich,home,97.82,Sarah,Adams,F,5654 Peterson Land,Ridgeland,MS,"Scientist, clinical (histocompatibility and immunogenetics)",CAD
2019-01-06T11:53:37,Buckridge PLC,misc_pos,5.64,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,Learning disability nurse,CAD
2019-08-01T20:52:40,Ruecker Group,misc_net,162.9,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,Clothing/textile technologist,CAD
2019-11-16T16:25:02,Morissette LLC,entertainment,4.93,Jennifer,Scott,F,376 John Fork Suite 848,Randolph,OH,Mechanical engineer,USD
2020-04-03T23:06:12,"Koss, Hansen and Lueilwitz",home,59.04,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,"Exhibitions officer, museum/gallery",CAD
2020-06-17T02:54:32,Cruickshank-Mills,entertainment,11.94,Joseph,Wagner,M,822 Austin Spur,North Judson,IN,"Doctor, general practice",CAD
2019-10-06T13:39:19,Quitzon-Goyette,home,37.79,Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,Naval architect,CAD
2020-04-12T05:23:20,Heidenreich PLC,grocery_pos,200.09,Stephanie,Middleton,F,99736 Rose Shoals Apt. 504,Morrisdale,PA,Dispensing optician,CAD
2019-12-17T18:10:00,Donnelly LLC,entertainment,35.65,Felicia,Mckee,F,84079 Thomas Burgs,Tomales,CA,Occupational psychologist,USD
2019-12-10T09:43:38,"Casper, Hand and Zulauf",grocery_pos,93.54,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,Tax inspector,CAD
2019-12-08T19:34:18,Johns Inc,entertainment,78.91,Peter,Caldwell,M,08966 Beltran Route Suite 905,Oaks,PA,Oceanographer,CAD
2019-04-14T04:59:30,Gutmann-Upton,misc_pos,30.92,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,Freight forwarder,CAD
2019-07-29T15:18:45,Bauch-Blanda,entertainment,13.01,Pamela,Matthews,F,36659 Smith Club Apt. 080,Llano,NM,Architectural technologist,CAD
2019-11-13T16:35:58,"Gutmann, McLaughlin and Wiza",home,13.18,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,Tax inspector,CAD
2020-03-23T01:52:14,"Jenkins, Hauck and Friesen",gas_transport,76.52,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,Environmental consultant,CAD
2019-07-04T17:46:14,"Parker, Nolan and Trantow",entertainment,112.91,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,"Librarian, public",CAD
2020-04-06T23:03:13,Conroy-Emard,food_dining,34.96,Debra,Eaton,F,72743 Brian Run,Paradise Valley,AZ,Building surveyor,CAD
2019-07-04T14:27:42,Grimes LLC,entertainment,114.75,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,Camera operator,CAD
2019-03-29T13:46:26,"Hermiston, Russel and Price",food_dining,37.79,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,Fisheries officer,CAD
2019-03-13T09:32:10,"Boehm, Block and Jakubowski",misc_pos,189.62,Theresa,Blackwell,F,43576 Kristina Islands,Shenandoah Junction,WV,Systems developer,USD
2020-06-02T22:51:09,O'Hara-Wilderman,food_dining,84.12,Amanda,Gomez,F,8152 Brittany Centers,Dallas,TX,"Designer, ceramics/pottery",CAD
2019-06-25T03:52:14,Lesch Ltd,shopping_pos,118.91,David,Serrano,M,4739 Martin Common,Zaleski,OH,Accounting technician,USD
2020-03-24T19:56:46,"Haley, Batz and Auer",health_fitness,17.78,Stephanie,Hopkins,F,44089 Carrie Crossing Suite 954,Falls City,TX,"Engineer, mining",CAD
2019-04-21T10:34:46,Cole PLC,grocery_pos,36.74,Gregory,Wallace,M,27203 Darrell Landing,Saint James City,FL,Sport and exercise psychologist,CAD
2020-05-04T07:45:56,"Romaguera, Cruickshank and Greenholt",shopping_net,5.4,Christopher,Miller,M,493 Fitzgerald Fields Suite 454,Varnell,GA,Pensions consultant,CAD
2019-10-26T15:51:58,Erdman-Durgan,health_fitness,60.91,Stephanie,Middleton,F,99736 Rose Shoals Apt. 504,Morrisdale,PA,Dispensing optician,CAD
2019-06-15T14:50:10,"Schaefer, Fay and Hilll",entertainment,5.84,Christopher,Miller,M,493 Fitzgerald Fields Suite 454,Varnell,GA,Pensions consultant,CAD
2020-03-21T14:42:45,"Haley, Batz and Auer",health_fitness,4.43,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,Comptroller,USD
2019-06-29T10:53:00,Kuhic Inc,grocery_pos,188.39,Savannah,Lewis,F,537 Walker Freeway,North Tonawanda,NY,Ambulance person,CAD
2020-04-26T03:36:46,Bauch-Raynor,grocery_pos,122.58,Michael,Flores,M,70761 Fitzpatrick Brooks Suite 631,Saxon,WI,Television/film/video producer,CAD
2020-05-18T22:47:35,Predovic Inc,shopping_net,12.3,Jeffrey,Smith,M,135 Joseph Mountains,Sula,MT,"Therapist, horticultural",CAD
2019-06-09T11:15:18,Berge LLC,gas_transport,58.4,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,Futures trader,CAD
2020-02-16T19:40:38,Hammes-Beatty,kids_pets,24.79,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,Occupational psychologist,CAD
2019-11-11T17:13:00,Pacocha-Weissnat,kids_pets,75.84,Kimberly,Myers,F,6881 King Isle Suite 228,Higganum,CT,"Librarian, academic",CAD
2019-03-13T15:18:53,Graham and Sons,health_fitness,20.82,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,"Engineer, maintenance",CAD
2020-05-16T20:02:09,"Wiza, Schaden and Stark",misc_pos,116.01,Justin,Bell,M,954 Green Wall,Churubusco,IN,"Research officer, trade union",CAD
2020-01-03T17:44:02,"Cronin, Kshlerin and Weber",health_fitness,1.04,Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,"Scientist, audiological",CAD
2019-08-19T20:48:45,Dietrich-Fadel,health_fitness,77.25,William,Thomas,M,39227 Mcpherson Shoals,Lahoma,OK,Podiatrist,CAD
2019-03-03T13:33:01,"Ritchie, Oberbrunner and Cremin",travel,6.25,Felicia,Mckee,F,84079 Thomas Burgs,Tomales,CA,Occupational psychologist,CAD
2019-08-13T18:02:51,"Koss, Hansen and Lueilwitz",home,101.73,Justin,Bell,M,5323 Walker Island,Pittsburgh,PA,"Scientist, marine",CAD
2019-12-02T00:15:55,"Jenkins, Hauck and Friesen",gas_transport,85.85,William,Skinner,M,524 Wu Spurs Suite 894,Mount Hope,AL,"Librarian, academic",CAD
2020-05-28T00:22:01,Trantow PLC,grocery_net,44.63,Eddie,Mendez,M,1831 Faith View Suite 653,Clarinda,IA,IT trainer,USD
2019-10-27T05:38:09,Torp-Labadie,gas_transport,58.15,Erik,Patterson,M,162 Jessica Row Apt. 072,Hatch,UT,Geoscientist,CAD
2020-01-28T15:37:35,Beier and Sons,home,89.55,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,"Geologist, wellsite",CAD
2020-02-21T16:50:10,Kozey-McDermott,travel,7.08,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,Exhibition designer,CAD
2019-10-13T16:13:26,Lynch-Wisozk,home,78.02,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,Agricultural consultant,USD
2019-04-11T19:36:06,Jacobi Inc,health_fitness,61.58,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,Petroleum engineer,USD
2019-11-24T22:28:48,Terry Ltd,home,83.45,Benjamin,Rogers,M,24191 Elizabeth Mill,Bolivar,PA,"Administrator, local government",CAD
2020-03-19T19:57:40,"Larkin, Stracke and Greenfelder",entertainment,127.96,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,"Psychologist, forensic",CAD
2019-04-12T03:18:22,Fisher Inc,shopping_net,81.15,William,Thomas,M,39227 Mcpherson Shoals,Lahoma,OK,Podiatrist,USD
2020-06-04T22:27:34,Fisher Inc,shopping_net,7.9,Marissa,Clark,F,2677 Byrd Village Suite 035,San Jose,CA,Geoscientist,CAD
2019-07-04T23:17:15,"Boehm, Predovic and Reinger",misc_pos,1.27,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,Tax inspector,CAD
2020-06-14T10:45:14,Padberg-Rogahn,entertainment,14.27,Christopher,Patterson,M,16744 Campbell Wall Apt. 372,Timberville,VA,Waste management officer,CAD
2020-03-21T02:50:22,"Schoen, Kuphal and Nitzsche",grocery_pos,81.8,Karen,Gordon,F,543 Ware Path Apt. 593,Utica,MO,Land/geomatics surveyor,CAD
2020-02-08T04:04:41,Rempel PLC,grocery_net,15.25,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,Hospital doctor,CAD
2020-05-05T11:56:02,"Baumbach, Feeney and Morar",shopping_net,76.64,David,Bonilla,M,82073 Jessica Camp,West Green,GA,Audiological scientist,CAD
2020-02-08T10:56:15,"Schaefer, Fay and Hilll",entertainment,34.01,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,Database administrator,USD
2019-02-02T09:40:33,Prohaska-Murray,gas_transport,56.72,Brent,Terrell,M,502 Rice Plaza Apt. 979,Port Ewen,NY,Heritage manager,CAD
2020-06-14T03:53:33,Buckridge PLC,misc_pos,3.27,Monica,Lane,F,3270 Scott Islands,East Andover,ME,Animal nutritionist,CAD
2020-01-27T03:03:54,Parisian and Sons,gas_transport,59.17,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,Careers information officer,USD
2019-08-03T12:06:55,Jast-McDermott,shopping_pos,9.99,Mark,Rivera,M,383 Contreras Hills Suite 658,Humble,TX,Tax adviser,CAD
2020-06-05T01:32:29,Kuvalis Ltd,gas_transport,64.65,Krystal,Gamble,F,47152 Clayton Burg,Manchester,MD,Clinical research associate,CAD
2019-10-14T16:34:41,"Hettinger, McCullough and Fay",home,40.15,Veronica,Burton,F,08932 Bonnie Stravenue,Bonita Springs,FL,Claims inspector/assessor,USD
2020-02-01T19:31:56,Terry Ltd,home,147.51,Jodi,Foster,F,551 Zachary Freeway,Bailey,NC,Call centre manager,USD
2019-07-19T23:36:51,Kub PLC,personal_care,22.81,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,Drilling engineer,USD
2020-06-08T03:35:48,Stracke-Lemke,grocery_pos,237.46,Linda,Sanchez,F,6574 William Hill Apt. 375,Jermyn,PA,Training and development officer,CAD
2020-01-19T19:32:27,Sporer-Keebler,personal_care,110.62,Terri,Bailey,F,508 Erin Mount,Daly City,CA,"Buyer, industrial",CAD
2020-05-25T20:30:14,"Larkin, Stracke and Greenfelder",entertainment,14.74,Christopher,Holt,M,05597 Michael Spurs,Parks,AZ,"Geologist, engineering",CAD
2019-07-09T12:10:46,Eichmann-Kilback,home,113.42,Bethany,Andrade,F,7898 Wanda Springs,Corona,CA,Wellsite geologist,CAD
2019-01-29T11:17:34,Friesen-D'Amore,gas_transport,50.3,Jennifer,Gonzalez,F,5517 Stacy Land,Jelm,WY,Public librarian,CAD
2019-03-02T03:36:58,"Wiza, Schaden and Stark",misc_pos,3.25,Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,Community education officer,USD
2020-02-07T10:29:30,Bernhard Inc,gas_transport,41.4,Danielle,Walker,F,9824 Mitchell Run,Powell Butte,OR,Local government officer,CAD
2020-01-09T13:02:40,"Kling, Howe and Schneider",home,75.15,Frank,Anderson,M,0611 Stafford Valley Suite 504,Naples,FL,"Programme researcher, broadcasting/film/video",CAD
2019-05-27T11:12:43,"Rutherford, Homenick and Bergstrom",grocery_net,102.24,Heather,Roberts,F,62934 Maria Cliffs Suite 350,Bethel Springs,TN,Senior tax professional/tax inspector,CAD
2019-05-21T20:44:15,Schmeler-Howe,personal_care,9.42,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,Fine artist,CAD
2019-04-03T11:23:06,Sawayn PLC,shopping_pos,127.6,Matthew,Myers,M,4936 Michelle Points,Tower Hill,IL,Radio broadcast assistant,CAD
2019-12-14T08:17:51,Harris Group,food_dining,60.03,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,Sport and exercise psychologist,CAD
2019-08-26T17:32:37,Eichmann-Kilback,home,78.96,Omar,Gay,M,2161 Blankenship Freeway,West Hartford,VT,"Development worker, community",CAD
2020-01-28T17:23:26,Mohr Inc,shopping_pos,8.31,Kevin,Elliott,M,1852 Vincent Isle Suite 328,Newark Valley,NY,Further education lecturer,USD
2019-06-09T17:29:31,"Okuneva, Schneider and Rau",shopping_pos,17.76,Jennifer,Bishop,F,589 Matthew Brooks,Houston,TX,Animator,USD
2019-03-22T12:51:09,Abshire PLC,entertainment,61.74,Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,Product/process development scientist,CAD
2019-08-08T16:09:39,Boyer-Reichert,shopping_net,3.75,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,Research scientist (life sciences),CAD
2019-11-05T09:52:44,Dooley Inc,shopping_pos,2.9,Brooke,Smith,F,63542 Luna Brook Apt. 012,Notrees,TX,Cytogeneticist,CAD
2020-03-08T20:38:39,Conroy Ltd,shopping_pos,6.65,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,Water engineer,USD
2020-06-17T08:53:23,Miller-Hauck,grocery_pos,91.79,Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,Archivist,CAD
2019-11-27T15:38:59,"Parker, Nolan and Trantow",entertainment,320.06,Sabrina,Nolan,F,312 Eric Expressway Apt. 014,Phenix City,AL,Chemical engineer,CAD
2019-05-23T14:47:50,"Zemlak, Tillman and Cremin",personal_care,13.3,Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,"Pilot, airline",USD
2019-12-02T13:47:50,Prosacco LLC,personal_care,18.59,Zachary,Allen,M,69252 Oconnor Alley Apt. 153,Ollie,IA,Commercial horticulturist,USD
2019-08-04T03:35:30,"Goldner, Kovacek and Abbott",grocery_pos,108.25,Bryan,Pugh,M,6366 French Field,Margaretville,NY,Environmental health practitioner,USD
2019-04-20T03:17:54,Trantow PLC,grocery_net,114.75,William,Hunter,M,5036 Victoria Ports Suite 249,Emporium,PA,Public affairs consultant,USD
2019-01-16T14:41:38,Crona and Sons,kids_pets,21.61,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,Paramedic,CAD
2019-12-28T05:09:47,"Bernhard, Grant and Langworth",shopping_pos,1.18,Steven,Sanders,M,25955 Amy Via,Ozawkie,KS,Theatre director,CAD
2019-12-16T05:35:11,Emard Inc,gas_transport,61.68,Christie,Mendoza,F,53142 Katrina Roads Suite 889,Monitor,WA,Medical technical officer,CAD
2019-02-24T11:13:27,Pagac LLC,shopping_pos,3.8,Jessica,Dominguez,F,06393 Nancy Parkways Suite 855,Gadsden,AL,Ceramics designer,USD
2019-12-04T21:21:37,"Hahn, Bahringer and McLaughlin",personal_care,79.48,Chris,Daniel,M,025 White Fork Apt. 633,Rock Glen,PA,Health and safety adviser,CAD
2020-05-11T12:59:34,"Lowe, Dietrich and Erdman",kids_pets,154.83,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,"Engineer, automotive",CAD
2019-12-17T15:21:40,Reynolds-Schinner,misc_pos,3.38,Randy,Wood,M,542 Howe Mission Apt. 092,Port Richey,FL,Environmental education officer,CAD
2019-12-14T02:50:38,Bednar Group,misc_net,12.95,Margaret,Ward,F,244 Jeffery Rapids,Azusa,CA,Civil Service fast streamer,CAD
2019-10-15T04:40:05,Barton Inc,grocery_pos,50.16,Brandon,Pittman,M,2881 Frey Village,Cross,SC,Occupational hygienist,CAD
2019-12-03T04:39:16,Ankunding LLC,shopping_net,111.21,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,Manufacturing engineer,CAD
2020-01-27T01:01:51,Boyer PLC,shopping_net,76.26,Steven,Brooks,M,2622 Reynolds Isle,Manley,NE,Human resources officer,CAD
2019-07-21T01:12:58,"Yost, Block and Koepp",misc_pos,32.99,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,Agricultural consultant,USD
2020-06-18T00:58:39,Padberg-Welch,grocery_pos,361.74,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,Social researcher,CAD
2019-11-27T23:01:32,Leannon-Nikolaus,travel,2.39,Bianca,Novak,F,0953 David Skyway,Cuthbert,GA,Fitness centre manager,CAD
2019-01-12T19:08:53,Renner Ltd,home,118.25,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,Research scientist (life sciences),USD
2019-05-26T11:43:51,"Schaefer, Maggio and Daugherty",gas_transport,57.92,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,Prison officer,CAD
2019-07-22T21:57:40,Champlin-Casper,home,55.87,Charles,Carrillo,M,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,"Editor, magazine features",USD
2019-02-13T00:37:16,Flatley-Durgan,misc_net,5.92,Mark,Nguyen,M,62631 Ashley Ramp Apt. 965,Sea Island,GA,"Engineer, structural",CAD
2019-12-08T21:19:36,Gottlieb-Hansen,personal_care,56.38,Matthew,Young,M,8840 Miller Port Suite 645,Indian Wells,CA,Learning mentor,USD
2019-08-19T14:23:44,Gislason Group,travel,9.55,Angela,Taylor,F,6343 Ramirez Skyway Apt. 518,Lakeport,CA,Podiatrist,CAD
2020-01-10T03:37:11,Bernhard Inc,gas_transport,74.68,Jeffrey,Smith,M,135 Joseph Mountains,Sula,MT,"Therapist, horticultural",CAD
2019-06-07T02:50:42,O'Keefe-Hudson,grocery_pos,97.58,Kimberly,Miller,F,75533 Tamara Valleys,Logan,IL,"Scientist, research (physical sciences)",CAD
2020-04-18T04:33:30,Sawayn PLC,shopping_pos,105.16,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,Pension scheme manager,CAD
2019-09-01T13:13:19,Emmerich-Rau,personal_care,50.95,Travis,Hayes,M,1561 Chase Grove,Conway,NH,Surgeon,CAD
2019-08-25T13:01:20,Little Ltd,kids_pets,21.4,Diane,Smith,F,195 Murray Overpass Apt. 384,Winter,WI,Neurosurgeon,CAD
2019-12-28T17:24:59,"Bahringer, Osinski and Block",food_dining,39.94,Lauren,Butler,F,030 Seth Divide Suite 355,Tulsa,OK,"Teacher, special educational needs",CAD
2019-02-10T15:52:15,Champlin and Sons,home,23.19,Savannah,Lewis,F,537 Walker Freeway,North Tonawanda,NY,Ambulance person,CAD
2019-07-21T15:12:46,"Lubowitz, Terry and Stracke",personal_care,1.79,Melvin,Wright,M,210 Dean Causeway Suite 130,Alton,IA,"Engineer, land",CAD
2019-09-09T02:48:13,Gutmann Ltd,grocery_net,83.83,Pamela,Curtis,F,8969 Fuentes Station Apt. 291,Mill Creek,PA,Archaeologist,CAD
2019-10-31T04:59:37,Schmitt Inc,gas_transport,51.68,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,Materials engineer,CAD
2020-02-17T13:07:11,Denesik and Sons,shopping_pos,4.3,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,Teaching laboratory technician,USD
2019-09-19T18:52:40,"Hoppe, Harris and Bednar",entertainment,173.76,Destiny,Lowe,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,Chief Executive Officer,CAD
2020-03-29T08:12:29,Kerluke Inc,misc_net,18.26,Kyle,Park,M,7507 Larry Passage Suite 859,Mount Perry,OH,Barrister's clerk,USD
2019-12-04T14:45:48,Berge-Hills,kids_pets,14.23,Emily,Hall,F,8851 Reese Neck,Basye,VA,"Engineer, mining",CAD
2019-05-03T20:46:24,Kub-Heaney,health_fitness,51.85,Jack,Hill,M,5916 Susan Bridge Apt. 939,Grenada,CA,Systems analyst,CAD
2019-07-16T05:54:47,"Lind, Huel and McClure",gas_transport,81.24,Jessica,Werner,F,4529 Cannon Alley,Center Point,WV,Chief Executive Officer,USD
2019-05-28T01:16:20,"Daugherty, Pouros and Beahan",shopping_pos,9.83,Ashley,Robinson,F,1007 Colton Forks,Hopewell,VA,Purchasing manager,USD
2020-01-02T20:00:53,Friesen Inc,shopping_pos,63.98,Angela,Ross,F,0107 Clements Point,American Fork,UT,Futures trader,USD
2019-06-04T19:35:27,"Reichert, Huels and Hoppe",shopping_net,3.51,David,Rodriguez,M,821 Solis Points,Muskegon,MI,Historic buildings inspector/conservation officer,USD
2019-10-14T01:12:07,Pacocha-Bauch,shopping_pos,17.12,Dakota,Maldonado,M,369 Cochran Radial,Pelham,NC,Insurance underwriter,CAD
2019-02-03T12:13:05,Dibbert and Sons,entertainment,5.29,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,Medical sales representative,CAD
2019-09-07T21:30:37,"Prosacco, Kreiger and Kovacek",home,39.76,Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,"Doctor, hospital",CAD
2020-04-14T12:21:25,Johns-Hoeger,entertainment,189.81,Kevin,Elliott,M,1852 Vincent Isle Suite 328,Newark Valley,NY,Further education lecturer,CAD
2020-02-26T14:54:56,Monahan-Morar,personal_care,38.98,Stephanie,Middleton,F,99736 Rose Shoals Apt. 504,Morrisdale,PA,Dispensing optician,CAD
2019-10-06T23:04:27,Schmidt-Larkin,home,89.95,Ryan,Joseph,M,8850 Jessica Center,Atlantic,VA,"Geologist, engineering",USD
2019-02-26T06:40:29,"Kutch, Hermiston and Farrell",gas_transport,54.91,Benjamin,Harris,M,0881 Lori Pines,Chester,MD,Paediatric nurse,CAD
2020-04-17T16:15:48,Bernhard-Lesch,food_dining,62.7,Christopher,Rodgers,M,30587 Fox Shores Apt. 627,Fenelton,PA,Communications engineer,CAD
2019-12-29T13:20:28,Kautzer and Sons,personal_care,33.04,Marissa,Powell,F,474 Allen Haven,North Loup,NE,"Nurse, children's",CAD
2019-10-23T08:14:04,"Robel, Cummerata and Prosacco",gas_transport,54.74,Danielle,Allen,F,87198 Macias Drive Suite 389,Loving,NM,Educational psychologist,CAD
2019-08-18T20:12:00,Reilly and Sons,health_fitness,137.89,Christian,Johns,M,892 Solis Neck,Lonsdale,MN,Chief Strategy Officer,CAD
2020-04-16T13:09:40,"Hills, Hegmann and Schaefer",health_fitness,38.49,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,"Programme researcher, broadcasting/film/video",CAD
2020-03-14T15:21:28,Bechtelar-Rippin,food_dining,70.16,William,Jenkins,M,50614 Kevin Point,Harper,TX,"Pharmacist, community",CAD
2019-12-13T08:48:42,Gutmann-Upton,misc_pos,43.12,Stanley,Mayo,M,3433 Jones Branch,Fiddletown,CA,Immigration officer,CAD
2020-03-23T10:50:48,Hills-Witting,shopping_net,93.18,Jonathan,Byrd,M,5554 Mack Meadows,Premier,WV,Advice worker,USD
